TagID	NPCID	CreatePosition	CreateType	DefaultInteractIDs	InteractName	InteractShape	InteractScale	FanInteractParam	FocusInteractScale	IgnoreCollider	LookIK	NPCLookIK	SceneSoundID	PlayerRotate	NPCRotate	SceneObjectName	CameraStoryKey	ActionState	ColliderState	ItemState	ObjectIDs	CreateInterval	CreateDelay	NPCIcon	ActionSwitch
4120	100180811	Street_Passerby_120	1	20000002	A	1	3,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400410	SitDownCollider:true|WallCollider:false|AvatarCollider:false	computer:true|bag:false	1026,0	0	0	None	None
4123	100180811	Street_Passerby_123	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400409	SitDownCollider:true|WallCollider:false|AvatarCollider:false	bag:false		0	0	None	None
4124	100180611	Street_Passerby_124	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400107	SitDownCollider:true|WallCollider:false|AvatarCollider:false	phone_ramen:true|bag:false	1013,0	0	0	None	None
4125	100180711	Street_Passerby_125	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400409	SitDownCollider:true|WallCollider:false|AvatarCollider:false	bag:false		0	0	None	None
4126	100181511	Street_Passerby_126	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400107	SitDownCollider:true|WallCollider:false|AvatarCollider:false	phone_ramen:true|bag:false	1011,0	0	0	None	None
4127	100180911	Street_Passerby_127	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400507	SitDownCollider:true|WallCollider:false|AvatarCollider:false	gameboy:true	1023	0	0	None	None
4128	100181511	Street_Passerby_128	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400107	SitDownCollider:true|WallCollider:false|AvatarCollider:false	phone_ramen:true|bag:false	1005,0	0	0	None	None
4129	100180811	Street_Passerby_129	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400409	SitDownCollider:true|WallCollider:false|AvatarCollider:false	bag:false		0	0	None	None
4130	100180711	Street_Passerby_130	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400420	AvatarCollider:true	bag:false		0	0	None	None
4131	100180711	Street_Passerby_131	1	20000002	A	1	3,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400409	SitDownCollider:true|WallCollider:false|AvatarCollider:false	bag:false		0	0	None	None
4132	100180511	Street_Passerby_132	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400102	AvatarCollider:true	phone_idle:true	1006	0	0	None	None
4133	100180611	Workshop_Passerby_133	1	10200004	A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400118	AvatarCollider:true	None		0	0	None	None
4134	100181511	Workshop_Passerby_134	1	10200004	A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400117	AvatarCollider:true	bag:false		0	0	None	None
4135	100180611	Workshop_Passerby_135	1	10200004	A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400110	AvatarCollider:true	None		0	0	None	None
4136	100180311	Workshop_Passerby_136	1	10200006	A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400210	AvatarCollider:true	None		5000	5000	None	None
4137	100180411	Workshop_Passerby_137	1	10200006	A	1	1,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400309	AvatarCollider:true	None		5000	5000	None	None
4138	100180811	Workshop_Passerby_138	1	20000002	A	1	3,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400411	AvatarCollider:true	None		0	0	None	None
4139	100173241	Street_Passerby_139	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400512	AvatarCollider:true	None		0	0	None	None
4140	100173242	Street_Passerby_140	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400511	AvatarCollider:true	None		0	0	None	None
4141	100173243	Street_Passerby_141	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400302	AvatarCollider:true	phone:true	1006	0	0	None	None
4142	100173244	Street_Passerby_142	3		A	1	3,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400118	AvatarCollider:true	None		0	0	None	None
4143	100173245	Street_Passerby_143	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400415	AvatarCollider:true	None		0	0	None	None
4144	100173246	Street_Passerby_144	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400512	AvatarCollider:true	None		0	0	None	None
4145	100173247	Street_Passerby_145	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400112	AvatarCollider:true	bag:false		0	0	None	None
4146	100173248	Street_Passerby_146	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400116	AvatarCollider:true	bag:false		0	0	None	None
4147	100173249	Street_Passerby_147	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400512	AvatarCollider:true	None		0	0	None	None
4148	100173250	Street_Passerby_148	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400511	AvatarCollider:true	None		0	0	None	None
4149	100173251	Street_Passerby_149	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400216	AvatarCollider:true	None		0	0	None	None
4150	100173252	Street_Passerby_150	3		A	1	3,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400111	AvatarCollider:true	None		0	0	None	None
4151	100180811	Street_Passerby_151	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400416	SitDownCollider:true|WallCollider:false|AvatarCollider:false	None		0	0	None	None
4152	100180711	Street_Passerby_152	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Small	400418	AvatarCollider:true	None		0	0	None	30:200703
4153	100181111	Street_Passerby_153	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400508	AvatarCollider:true	None		0	0	None	None
4501	100173501	Street_Passerby_501	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400512	AvatarCollider:true	None		0	0	None	None
4502	100173502	Street_Passerby_502	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400117	AvatarCollider:true	bag:false		0	0	None	None
4503	100173503	Street_Passerby_503	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Small	200703	AvatarCollider:true	None		0	0	None	None
4504	100173010	Street_Passerby_121	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400303	AvatarCollider:true	None		0	0	None	None
4505	100173011	Street_Passerby_122	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400213	AvatarCollider:true	None		0	0	None	None
4506	100173012	Street_NPCPos_Schroeder	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Small	400418	SitDownCollider:true|WallCollider:false|AvatarCollider:false	bag:false		0	0	None	None
4507	100173504	Street_Passerby_507	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400412	AvatarCollider:true	None		0	0	None	None
4508	100173505	Street_Passerby_508	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400415	AvatarCollider:true	None		0	0	None	None
4509	100173506	Street_Passerby_509	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400511	AvatarCollider:true	None		0	0	None	None
4510	100173507	Street_Passerby_510	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400108	SitDownCollider:true|WallCollider:false|AvatarCollider:false	phone_cafe:true|bag:false	1007,0	0	0	None	None
4511	100173508	Street_Passerby_511	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400411	AvatarCollider:true	None		0	0	None	None
4512	100173509	Street_Passerby_512	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400115	SitDownCollider:true|WallCollider:false|AvatarCollider:false	phone_cafe02:true	1012,0	0	0	None	None
4513	100173510	Street_Passerby_513	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400509	AvatarCollider:true	None		0	0	None	None
4514	100173511	Street_Passerby_514	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400213	AvatarCollider:true	None		0	0	None	None
4515	100173512	Street_Passerby_515	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400313	AvatarCollider:true	bag:false|phone02:true	0,1006	0	0	None	None
4516	100173513	Street_Passerby_516	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400202	AvatarCollider:true	phone:true	1003	0	0	None	None
4517	100173514	Street_Passerby_517	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400210	AvatarCollider:true	None		0	0	None	None
4518	100173515	Street_Passerby_518	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400509	AvatarCollider:true	None		0	0	None	None
4519	100173516	Street_Passerby_519	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400102	AvatarCollider:true	phone_idle:true	1013	0	0	None	None
4520	100173517	Street_Passerby_520	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400413	AvatarCollider:true	None		0	0	None	None
4521	100173518	Street_Passerby_521	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400418	AvatarCollider:true	bag:false|mask:false		0	0	None	None
4522	100173519	Street_Passerby_522	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400403	AvatarCollider:true	bag:false		0	0	None	None
4523	100173520	Street_Passerby_523	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400401	AvatarCollider:true	None		0	0	None	None
4524	100173521	Street_Passerby_524	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400106	SitDownCollider:true|WallCollider:false|AvatarCollider:false	phone_bench:true|mask:false|bag:false	1013,0,0	0	0	None	None
4525	100173522	Street_Passerby_525	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400211	AvatarCollider:true	None		0	0	None	None
4526	100173523	Street_Passerby_526	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400509	AvatarCollider:true	None		0	0	None	None
4527	100173524	Street_Passerby_527	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400413	AvatarCollider:true	None		0	0	None	None
4528	100173525	Street_Passerby_528	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400503	AvatarCollider:true	None		0	0	None	None
4529	100173526	Street_Passerby_529	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400511	AvatarCollider:true	None		0	0	None	None
4530	100173527	Street_Passerby_530	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400110	AvatarCollider:true	None		0	0	None	None
4531	100173528	Street_Passerby_531	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400511	AvatarCollider:true	None		0	0	None	None
4532	100173529	Street_Passerby_532	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400509	AvatarCollider:true	None		0	0	None	None
4533	100173530	Street_Passerby_533	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400415	AvatarCollider:true	None		0	0	None	None
4534	100173531	Street_Passerby_534	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400415	AvatarCollider:true	None		0	0	None	None
4535	100173532	Street_Passerby_535	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400112	AvatarCollider:true	bag:false		0	0	None	None
4536	100173249	Street_Passerby_536	3		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400503	AvatarCollider:true	mask:false		0	0	None	None
5001	100180191	Garage_Object_Car_01	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	0	None	None		0	0	None	None
5002	100180191	Street_NPCPos_Car_Quest10020005	1		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	0	None	None		0	0	None	None
5003	100171011	Street_ObjectPos_Newsstand	0	70000001	A	1	1,0,0,0,0	None	3.0	true	true	false	0	false	false	None	Small	0	None	None		0	0	None	None
5004	100171011	Street_ObjectPos_02	0	70000002	A	1	1,0,0,0,0	None	3.0	true	true	false	0	false	false	None	Large	0	None	None		0	0	None	None
5005	100171011	Street_ObjectPos_03	0	70000003	A	1	2,0,0,0,0	None	3.0	true	true	false	0	false	false	None	Small	0	None	None		0	0	None	None
5006	100171011	Street_ObjectPos_04	0	70000004	A	1	1,0,0,0,0	None	3.0	true	true	false	0	false	false	None	Middle	0	None	None		0	0	None	None
5007	100171011	Street_ObjectPos_05	0	70000005	A	1	1,0,0,0,0	None	3.0	true	true	false	0	false	false	None	Large	0	None	None		0	0	None	None
5008	100171011	Street_ObjectPos_06	0	70000006	A	1	1,0,0,0,0	None	3.0	true	true	false	0	false	false	None	Large	0	None	None		0	0	None	None
5009	100171011	Street_ObjectPos_07	0	70000007	A	1	1,0,0,0,0	None	3.0	true	true	false	0	false	false	None	Middle	0	None	None		0	0	None	None
5010	100171011	Street_ObjectPos_08	0	70000008	A	1	1,0,0,0,0	None	3.0	true	true	false	0	false	false	None	Small	0	None	None		0	0	None	None
5011	100171011	Street_ObjectPos_09	0	70000009	A	1	1.5,0,0,0,0	None	3.0	true	true	false	0	false	false	None	Small	0	None	None		0	0	None	None
5012	100171011	Street_ObjectPos_10	0	70000010	A	1	1,0,0,0,0	None	3.0	true	true	false	0	false	false	None	Large	0	None	None		0	0	None	None
5013	100171011	Street_ObjectPos_11	0	70000011	A	1	1,0,0,0,0	None	3.0	true	true	false	0	false	false	None	Large	0	None	None		0	0	None	None
5014	100171011	Street_ObjectPos_12	0	70000012	A	1	1,0,0,0,0	None	3.0	true	true	false	0	false	false	None	Small	0	None	None		0	0	None	None
5015	100171011	Street_ObjectPos_13	0	70000013	A	1	1,0,0,0,0	None	3.0	true	true	false	0	false	false	None	Middle	0	None	None		0	0	None	None
5016	100171011	Garage_ObjectPos_14	0	70000014	A	1	3,0,0,0,0	None	3.0	true	true	false	0	false	false	None	Middle	0	None	None		0	0	None	None
5017	100171011	Garage_ObjectPos_15	0	70000015	A	1	1,0,0,0,0	None	3.0	true	true	false	0	false	false	None	Middle	0	None	None		0	0	None	None
5018	100171011	Garage_ObjectPos_16	0	70000016	A	1	1,0,0,0,0	None	3.0	true	true	false	0	false	false	None	Middle	0	None	None		0	0	None	None
5019	100171011	Garage_ObjectPos_17	0	70000017	A	1	1,0,0,0,0	None	3.0	true	true	false	0	false	false	None	Middle	0	None	None		0	0	None	None
5020	100171011	Garage_ObjectPos_18	0	70000018	A	1	1,0,0,0,0	None	3.0	true	true	false	0	false	false	None	Small	0	None	None		0	0	None	None
6001	100185001	Way8	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400217	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		0	5000	None	None
6002	100185014	Way8	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400407	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		4000	27000	None	None
6003	100185004	Way8	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400314	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		3000	45000	None	None
6004	100185015	Way8	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400120	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		7600	70000	None	None
6005	100185008	Way8	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400407	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		2540	86000	None	None
6006	100185005	Way8	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400120	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		7600	100000	None	None
6007	100185002	Way8	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400304	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		10000	0	None	None
6008	100185007	Way14	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400423	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	phone_walk:true	1014	21100	0	None	None
6009	100185013	Way14	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400505	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	phone_walk:true	1008	0	36000	None	None
6010	100185006	Way14	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400105	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	phone_walk:true	1015	20400	72000	None	None
6011	100185011	Way13	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400504	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		11600	0	None	None
6012	100185003	Way13	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400205	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		6700	32000	None	None
6013	100185001	Way13	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400206	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	phone:true	1004	0	64000	None	None
6014	100185010	Way13	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400504	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		11600	96000	None	None
6015	100185003	Way13	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400304	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		0	0	None	None
6016	100185001	Way13	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400406	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		0	0	None	None
6017	100185005	Way6	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400119	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	bag:false		2960	0	None	None
6018	100185014	Way6	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400406	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		0	36000	None	None
6019	100185015	Way6	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400119	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	bag:false		2960	72000	None	None
6020	100185003	Way19	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400206	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	phone:true	1006	0	0	None	None
6021	100185009	Way19	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400504	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		13000	36000	None	None
6022	100185001	Way19	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400205	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		7500	72000	None	None
6023	100185008	Way12	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400406	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		0	10000	None	None
6024	100185006	Way12	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400119	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		3000	46000	None	None
6025	100185007	Way12	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400406	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		0	82000	None	None
6026	100185015	Way10	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400105	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	phone_walk:true	1017	2700	0	None	None
6027	100185007	Way10	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400423	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	phone_walk:true	1016	8700	36000	None	None
6028	100185004	Way10	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400305	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	phone:true	1010	0	72000	None	None
6029	100185006	Way17	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400119	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		2960	0	None	None
6030	100185008	Way17	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400406	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		0	48000	None	None
6031	100185005	Way6	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400120	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		12000	0	None	None
6032	100185002	Way6	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400304	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		8000	20000	None	None
6033	100185008	Way6	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400407	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		530	38000	None	None
6034	100185004	Way6	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400314	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		0	56000	None	None
6035	100185006	Way6	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400120	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		12000	84000	None	None
6036	100185007	Way6	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400407	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		530	96000	None	None
6037	100185005	Way12	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400120	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		5000	96000	None	None
6038	100185014	Way17	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400406	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		0	0	None	None
6039	100185007	Way17	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400406	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		0	36000	None	None
6040	100185015	Way17	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400119	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	bag:false		2960	72000	None	None
6041	100185001	Way12	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400206	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	phone:true	1010	0	5000	None	None
6042	100185003	Way12	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400205	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		7500	37000	None	None
6043	100185011	Way12	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400504	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		13000	69000	None	None
6044	100185010	Way12	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400504	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		13000	101000	None	None
6045	100185003	Way6	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400304	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		0	76000	None	None
6046	100185001	Way6	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400406	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		4000	95000	None	None
6047	100185009	Way11	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400504	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		5500	0	None	None
6048	100185003	Way11	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400205	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		0	36000	None	None
6049	100185011	Way11	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400504	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		5500	72000	None	None
6050	100185010	Way9	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400514	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	gameboy_walk:true	1023	0	0	None	None
6051	100185013	Way9	2		A	1	2,0,0,0,0	None	3.0	true	true	false	50001	true	false	None	Middle	400505	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	phone_walk:true	1011	0	36000	None	None
6052	100185008	Way9	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400422	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		0	72000	None	None
6053	100185006	Way18	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400120	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		6300	0	None	None
6054	100185015	Way18	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400119	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	bag:false		18000	36000	None	None
6055	100185002	Way18	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	400314	SitDownCollider:false|AvatarCollider:false|WalkCollider:false|WallCollider:true	None		0	72000	None	None
7001	100184011	Way101	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	0	AvatarCollider:false|WalkCollider:false|WallCollider:true	None		60000	0	None	None
7002	100184021	Way101	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	0	AvatarCollider:false|WalkCollider:false|WallCollider:true	None		60000	10000	None	None
7003	100184111	Way101	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	0	AvatarCollider:false|WalkCollider:false|WallCollider:true	None		60000	30000	None	None
7004	100184211	Way103	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	0	AvatarCollider:false|WalkCollider:false|WallCollider:true	None		600000	60000	None	None
7005	100184011	Way102	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	0	AvatarCollider:false|WalkCollider:false|WallCollider:true	None		60000	10000	None	None
7006	100184021	Way102	2		A	1	2,0,0,0,0	None	3.0	true	true	false	0	true	false	None	Middle	0	AvatarCollider:false|WalkCollider:false|WallCollider:true	None		60000	0	None	None
